5863	6	12593
5863	6	11672
6608	3	8378
4467	4	8601
5869	3	5780
10216	6	8885
5882	6	12694
6608	4	11846
3871	3	13342
3192	6	7042
7895	6	1818
13350	6	13139
6939	3	2869
11341	3	4658
14081	6	10530
9235	6	1743
4955	3	2313
10207	3	9998
11041	6	13858
11341	3	9226
13186	4	1658
6325	4	8943
4955	3	2791
10826	6	9327
11970	6	12235
4225	6	1315
3192	3	6128
3176	6	11101
10216	4	4570
10166	6	9548
14241	6	9147
1045	4	6423
2546	4	2927
3192	3	11871
7895	6	11192
11913	3	9158
14351	0	5228
13186	3	4429
7504	6	12252
11970	6	6582
5522	6	6543
3192	6	2605
10216	3	8477
5863	6	10904
7504	6	4073
8654	3	6759
3192	6	10938
14566	3	13548
3380	0	751
8394	0	558
6325	3	10554
2128	6	5398
11970	3	12881
2546	4	7232
11970	6	13832
7895	6	3135
4653	6	5231
2425	6	5160
4467	3	14080
14450	6	11577
5863	6	2268
5954	4	1091
8247	6	8280
13871	6	3819
10207	4	10782
6325	3	3734
3192	6	11117
11341	3	11645
1545	3	3921
6939	4	4849
4859	4	7186
9837	6	8713
4308	6	12419
1754	6	11855
11696	6	5231
9235	4	5523
9235	3	7973
3192	3	8094
5863	6	11497
5863	3	13163
6325	6	5853
7504	3	9958
6939	6	7926
6608	3	3887
3192	3	9290
9235	3	11188
3192	3	4313
6939	6	5297
3192	3	12765
2128	4	5074
7504	6	14443
5863	6	9292
6964	6	5700
14450	4	1113
11913	4	2186
1526	6	5438
10017	6	14085
5863	6	3713
4955	6	3653
11341	3	3625
3871	3	6163
2546	3	9506
2546	6	8723
11341	3	3785
4467	3	6871
9579	0	751
13871	3	12600
2546	6	12698
13474	4	7745
6939	6	13311
3192	3	6820
13186	6	9468
14308	6	2927
2546	4	10170
5863	6	11934
1045	6	3718
7489	4	5231
14680	3	7498
5863	4	2692
7946	3	8235
3871	3	2358
3192	6	6678
6939	4	7553
4467	6	970
11771	6	1316
7422	4	14571
5869	3	9193
11970	4	5772
1526	4	8812
7969	0	5228
1533	4	6193
1754	3	2798
1526	4	7946
4859	6	10588
2425	4	3102
6939	4	3701
10216	6	11065
1754	3	3734
4859	6	13361
2128	6	3883
3192	6	5878
14308	4	3795
13871	3	4785
7504	4	9192
11037	3	9221
11913	6	10969
11341	4	1349
11037	6	5405
14450	6	6517
11970	6	10858
10216	3	5160
10040	3	9913
3287	3	7895
3871	3	9888
2546	6	9988
6608	3	5330
5863	4	9924
1754	4	14058
5863	6	1829
11913	6	13727
1059	6	3923
4955	6	5005
5863	6	14030
4955	3	4956
1754	3	9688
5863	4	8866
5863	6	8594
10166	4	5699
2546	6	10756
10826	6	5817
5879	6	11041
7071	3	2697
13979	6	14159
10207	6	11443
2546	6	10464
6939	6	10789
3192	6	8450
10166	4	8017
7946	3	12455
3232	2	1387
5863	6	3319
5863	3	7100
5869	3	1130
13871	4	5174
4955	4	11674
13850	3	3101
4955	3	5833
2546	6	9710
1754	3	9958
4955	3	1716
6325	6	13727
6608	4	10546
11970	3	13913
878	0	853
5879	6	1193
6608	4	5956
6939	4	11942
11341	6	2970
5869	3	12365
3287	6	12679
5863	4	3734
11037	3	6879
11041	3	11085
5863	4	7570
13486	6	6179
5863	4	9265
1045	3	6066
5863	6	4439
11341	4	1034
11341	4	9560
11442	6	14450
14241	6	12146
14085	6	4309
5869	6	12744
4467	3	3122
4308	3	5355
14308	4	9528
5863	4	2454
4308	6	5075
5863	6	10798
3433	6	5231
11913	6	10156
10017	6	11913
3871	4	3779
13186	3	4426
8654	4	4652
11041	6	11803
2128	4	10976
13871	4	8082
5954	3	14347
13871	4	5966
5863	6	9828
9121	6	13163
10207	6	3547
3192	6	2471
14085	4	9991
9235	4	11819
4454	3	4466
4801	6	9121
13871	3	7555
1754	6	3675
13979	6	9027
4454	6	5869
5879	6	14320
6325	3	3784
2425	6	2814
14450	6	3736
4859	3	11729
13025	3	1067
1754	3	12447
14241	6	7125
4859	3	3696
11993	0	783
3192	4	12135
2546	4	3831
5522	6	6437
10216	4	10735
3192	6	14383
3192	6	3460
6325	3	4790
14308	6	2990
4308	3	5424
9837	6	9917
14649	3	8018
11913	6	8561
6610	3	13923
3871	6	14024
2425	4	8804
7504	4	4393
13350	6	6797
3265	3	8022
11341	6	3314
5863	6	13047
4308	4	7524
3871	3	14439
5863	4	7583
1754	6	2650
11341	4	8840
10166	6	2970
11341	3	10495
7372	0	2996
1724	6	9786
10207	4	6710
1754	6	9407
10166	4	5725
4859	4	7686
4955	4	4820
7071	6	13039
5863	6	11915
13186	3	2186
5522	4	6773
14680	6	8773
13350	6	7977
1045	6	2662
4308	6	11336
13350	3	10581
5863	4	9980
3871	3	14075
4308	3	2871
4955	6	6457
11913	3	7088
2546	6	5824
5882	6	3700
13474	4	6371
11442	6	5396
9235	3	12642
10216	4	12882
1754	3	9317
2546	6	9977
14241	3	1685
1526	3	2374
3871	6	9248
7504	6	2389
3192	4	4203
13486	6	3961
2546	3	1276
13979	4	5780
6610	3	3888
1754	6	6509
11037	3	1045
4955	6	7490
5863	4	7249
3871	4	8804
14308	4	11655
10207	6	8849
3871	3	1250
3192	4	10880
4308	4	1714
11341	4	9785
5544	6	1315
1045	6	7574
6939	6	7079
11341	6	1355
10826	3	2326
14085	6	1010
2546	4	14549
11970	6	6587
9235	6	6201
4859	4	13060
5954	6	3830
5879	3	3276
5863	3	9658
4859	4	2110
4308	6	6670
5863	3	8140
3871	3	13267
10216	6	11749
11341	4	1174
4955	4	13380
5863	4	8675
11341	3	6929
10166	4	6670
14649	6	13409
6610	4	9992
3431	0	340
7895	6	13461
6610	6	9713
10207	6	12127
2033	3	5074
13979	4	8012
7895	3	10270
2128	3	12412
3287	4	10581
4955	6	13183
5869	6	3950
14680	6	10767
6939	4	12778
14450	3	6897
2033	6	3785
4801	6	3146
4467	4	2969
14450	4	10826
3192	6	9623
13871	4	9466
2546	3	10970
2546	4	7465
3192	6	10584
11341	4	13005
5863	6	9494
11913	3	1723
6939	4	8234
6608	3	12028
1045	3	6746
5863	6	4864
5863	4	11971
13186	3	5752
5863	3	11876
3871	4	8012
6325	6	5657
6608	6	13308
10166	4	11788
13350	4	7619
3871	4	5928
3871	3	10585
5869	6	12462
9515	3	11564
4467	6	8378
4308	4	2782
3192	6	10588
8654	6	6417
14308	3	3101
4163	0	726
11341	4	11305
5886	6	7740
3574	0	362
5863	3	4856
3192	6	6188
2425	4	3737
4955	3	2275
1754	4	9388
2425	3	6648
4955	4	12193
6610	3	6836
2546	6	7846
